Collection,Weapon,Skin,Quality,Steam Market API URL
"Shattered Web Case","Tec-9","Decimator","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Decimator%20(Factory%20New)"
"Shattered Web Case","SSG 08","Bloodshot","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Bloodshot%20(Factory%20New)"
"Shattered Web Case","SG 553","Colony IV","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Colony%20IV%20(Factory%20New)"
"Shattered Web Case","MAC-10","Stalker","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Stalker%20(Factory%20New)"
"Shattered Web Case","AWP","Containment Breach","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Containment%20Breach%20(Factory%20New)"
"Prisma 2 Case","CZ75-Auto","Distressed","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Distressed%20(Factory%20New)"
"Prisma 2 Case","Negev","Prototype","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Prototype%20(Factory%20New)"
"Prisma 2 Case","R8 Revolver","Bone Forged","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Bone%20Forged%20(Factory%20New)"
"Prisma 2 Case","MP5-SD","Desert Strike","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Desert%20Strike%20(Factory%20New)"
"Prisma 2 Case","AUG","Tom Cat","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Tom%20Cat%20(Factory%20New)"
"Prisma 2 Case","Desert Eagle","Blue Ply","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Blue%20Ply%20(Factory%20New)"
"Prisma 2 Case","AWP","Capillary","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Capillary%20(Factory%20New)"
"Prisma 2 Case","P2000","Acid Etched","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Acid%20Etched%20(Factory%20New)"
"Prisma 2 Case","SCAR-20","Enforcer","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Enforcer%20(Factory%20New)"
"Prisma 2 Case","Sawed-Off","Apocalypto","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Apocalypto%20(Factory%20New)"
"Prisma 2 Case","SG 553","Darkwing","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Darkwing%20(Factory%20New)"
"Prisma 2 Case","SSG 08","Fever Dream","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Fever%20Dream%20(Factory%20New)"
"Prisma 2 Case","MAG-7","Justice","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Justice%20(Factory%20New)"
"Prisma 2 Case","MAC-10","Disco Tech","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Disco%20Tech%20(Factory%20New)"
"Prisma 2 Case","AK-47","Phantom Disruptor","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Phantom%20Disruptor%20(Factory%20New)"
"Prisma 2 Case","M4A1-S","Player Two","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Player%20Two%20(Factory%20New)"
"Prisma 2 Case","Glock-18","Bullet Queen","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Bullet%20Queen%20(Factory%20New)"
"Fracture Case","SG 553","Ol' Rusty","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Ol'%20Rusty%20(Factory%20New)"
"Fracture Case","Negev","Ultralight","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Ultralight%20(Factory%20New)"
"Fracture Case","P2000","Gnarled","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Gnarled%20(Factory%20New)"
"Fracture Case","P250","Cassette","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Cassette%20(Factory%20New)"
"Fracture Case","P90","Freight","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Freight%20(Factory%20New)"
"Fracture Case","PP-Bizon","Runic","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Runic%20(Factory%20New)"
"Fracture Case","SSG 08","Mainframe 001","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Mainframe%20001%20(Factory%20New)"
"Fracture Case","MAG-7","Monster Call","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Monster%20Call%20(Factory%20New)"
"Fracture Case","Tec-9","Brother","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Brother%20(Factory%20New)"
"Fracture Case","Galil AR","Connexion","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Connexion%20(Factory%20New)"
"Fracture Case","MP5-SD","Kitbash","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Kitbash%20(Factory%20New)"
"Fracture Case","MAC-10","Allure","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Allure%20(Factory%20New)"
"Fracture Case","XM1014","Entombed","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Entombed%20(Factory%20New)"
"Fracture Case","Glock-18","Vogue","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Vogue%20(Factory%20New)"
"Fracture Case","M4A4","Tooth Fairy","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Tooth%20Fairy%20(Factory%20New)"
"Fracture Case","AK-47","Legion of Anubis","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Legion%20of%20Anubis%20(Factory%20New)"
"Fracture Case","Desert Eagle","Printstream","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Printstream%20(Factory%20New)"
"Broken Fang Case","G3SG1","Digital Mesh","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Digital%20Mesh%20(Factory%20New)"
"Broken Fang Case","M249","Deep Relief","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Deep%20Relief%20(Factory%20New)"
"Broken Fang Case","P250","Contaminant","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Contaminant%20(Factory%20New)"
"Broken Fang Case","CZ75-Auto","Vendetta","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Vendetta%20(Factory%20New)"
"Broken Fang Case","P90","Cocoa Rampage","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Cocoa%20Rampage%20(Factory%20New)"
"Broken Fang Case","Galil AR","Vandal","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Vandal%20(Factory%20New)"
"Broken Fang Case","MP5-SD","Condition Zero","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Condition%20Zero%20(Factory%20New)"
"Broken Fang Case","UMP-45","Gold Bismuth","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Gold%20Bismuth%20(Factory%20New)"
"Broken Fang Case","Dual Berettas","Dezastre","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Dezastre%20(Factory%20New)"
"Broken Fang Case","Nova","Clear Polymer","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Clear%20Polymer%20(Factory%20New)"
"Broken Fang Case","SSG 08","Parallax","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Parallax%20(Factory%20New)"
"Broken Fang Case","AWP","Exoskeleton","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Exoskeleton%20(Factory%20New)"
"Broken Fang Case","Five-SeveN","Fairy Tale","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Fairy%20Tale%20(Factory%20New)"
"Broken Fang Case","USP-S","Monster Mashup","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Monster%20Mashup%20(Factory%20New)"
"Broken Fang Case","M4A4","Cyber Security","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Cyber%20Security%20(Factory%20New)"
"Broken Fang Case","Glock-18","Neo-Noir","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Neo-Noir%20(Factory%20New)"
"Broken Fang Case","M4A1-S","Printstream","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Printstream%20(Factory%20New)"
"Snakebite Case","UMP-45","Oscillator","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Oscillator%20(Factory%20New)"
"Snakebite Case","Nova","Windblown","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Windblown%20(Factory%20New)"
"Snakebite Case","M249","O.S.I.P.R.","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20O.S.I.P.R.%20(Factory%20New)"
"Snakebite Case","CZ75-Auto","Circaetus","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Circaetus%20(Factory%20New)"
"Snakebite Case","R8 Revolver","Junk Yard","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Junk%20Yard%20(Factory%20New)"
"Snakebite Case","SG 553","Heavy Metal","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Heavy%20Metal%20(Factory%20New)"
"Snakebite Case","Glock-18","Clear Polymer","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Clear%20Polymer%20(Factory%20New)"
"Snakebite Case","Negev","dev_texture","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20dev_texture%20(Factory%20New)"
"Snakebite Case","MAC-10","Button Masher","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Button%20Masher%20(Factory%20New)"
"Snakebite Case","P250","Cyber Shell","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Cyber%20Shell%20(Factory%20New)"
"Snakebite Case","Desert Eagle","Trigger Discipline","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Trigger%20Discipline%20(Factory%20New)"
"Snakebite Case","AK-47","Slate","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Slate%20(Factory%20New)"
"Snakebite Case","XM1014","XOXO","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20XOXO%20(Factory%20New)"
"Snakebite Case","Galil AR","Chromatic Aberration","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Chromatic%20Aberration%20(Factory%20New)"
"Snakebite Case","MP9","Food Chain","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Food%20Chain%20(Factory%20New)"
"Snakebite Case","M4A4","In Living Color","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20In%20Living%20Color%20(Factory%20New)"
"Snakebite Case","USP-S","The Traitor","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20The%20Traitor%20(Factory%20New)"
"Operation Riptide Case","AUG","Plague","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Plague%20(Factory%20New)"
"Operation Riptide Case","Dual Berettas","Tread","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Tread%20(Factory%20New)"
"Operation Riptide Case","G3SG1","Keeping Tabs","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Keeping%20Tabs%20(Factory%20New)"
"Operation Riptide Case","MP7","Guerrilla","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Guerrilla%20(Factory%20New)"
"Operation Riptide Case","PP-Bizon","Lumen","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Lumen%20(Factory%20New)"
"Operation Riptide Case","USP-S","Black Lotus","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Black%20Lotus%20(Factory%20New)"
"Operation Riptide Case","XM1014","Watchdog","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Watchdog%20(Factory%20New)"
"Operation Riptide Case","MAG-7","BI83 Spectrum","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20BI83%20Spectrum%20(Factory%20New)"
"Operation Riptide Case","FAMAS","ZX Spectron","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20ZX%20Spectron%20(Factory%20New)"
"Operation Riptide Case","Five-SeveN","Boost Protocol","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Boost%20Protocol%20(Factory%20New)"
"Operation Riptide Case","MP9","Mount Fuji","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Mount%20Fuji%20(Factory%20New)"
"Operation Riptide Case","M4A4","Spider Lily","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Spider%20Lily%20(Factory%20New)"
"Operation Riptide Case","MAC-10","Toybox","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Toybox%20(Factory%20New)"
"Operation Riptide Case","Glock-18","Snack Attack","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Snack%20Attack%20(Factory%20New)"
"Operation Riptide Case","SSG 08","Turbo Peek","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Turbo%20Peek%20(Factory%20New)"
"Operation Riptide Case","AK-47","Leet Museo","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Leet%20Museo%20(Factory%20New)"
"Operation Riptide Case","Desert Eagle","Ocean Drive","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Ocean%20Drive%20(Factory%20New)"
"Dreams &amp; Nightmares Case","Five-SeveN","Scrawl","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Scrawl%20(Factory%20New)"
"Dreams &amp; Nightmares Case","MAC-10","Ensnared","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Ensnared%20(Factory%20New)"
"Dreams &amp; Nightmares Case","MAG-7","Foresight","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Foresight%20(Factory%20New)"
"Dreams &amp; Nightmares Case","MP5-SD","Necro Jr.","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Necro%20Jr.%20(Factory%20New)"
"Dreams &amp; Nightmares Case","P2000","Lifted Spirits","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Lifted%20Spirits%20(Factory%20New)"
"Dreams &amp; Nightmares Case","SCAR-20","Poultrygeist","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Poultrygeist%20(Factory%20New)"
"Dreams &amp; Nightmares Case","Sawed-Off","Spirit Board","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Spirit%20Board%20(Factory%20New)"
"Dreams &amp; Nightmares Case","PP-Bizon","Space Cat","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Space%20Cat%20(Factory%20New)"
"Dreams &amp; Nightmares Case","G3SG1","Dream Glade","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Dream%20Glade%20(Factory%20New)"
"Dreams &amp; Nightmares Case","M4A1-S","Night Terror","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Night%20Terror%20(Factory%20New)"
"Dreams &amp; Nightmares Case","XM1014","Zombie Offensive","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Zombie%20Offensive%20(Factory%20New)"
"Dreams &amp; Nightmares Case","USP-S","Ticket to Hell","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Ticket%20to%20Hell%20(Factory%20New)"
"Dreams &amp; Nightmares Case","Dual Berettas","Melondrama","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Melondrama%20(Factory%20New)"
